specobjid,plate,mjd,fiberid,obj_class,redshift,snMedian
496687091879536640,441,51868,601,GALAXY,0.1289013,12.92827
1780142363549657088,1581,53149,344,STAR,-8.222568e-05,6.052074
2751795922953332736,2444,54082,351,STAR,-0.0001290283,9.257432
11514789591489206272,10227,58224,768,STAR,-0.0003939656,20.09875
7536780130859112448,6694,56386,22,QSO,2.571694,6.869672
2748471274383632384,2441,54065,544,STAR,0.0002575927,47.7319
2916246305267279872,2590,54175,602,STAR,0.0003175488,7.081842
12101423850006534144,10748,58224,915,QSO,1.366733,9.626094
2364523182448207872,2100,53713,485,GALAXY,0.1277577,12.35549
482027853353871360,428,51883,519,GALAXY,0.1544677,11.88603
4484547383888467968,3983,55603,320,QSO,0.9828818,15.21134
1164219858410301440,1034,52813,143,GALAXY,0.1300484,6.681765
1464924746469632000,1301,52976,469,GALAXY,0.09308241,8.567821
8563783649623037952,7606,56977,687,QSO,2.580515,6.972836
11519119192512288768,10231,58171,135,QSO,1.665427,9.060249
2769868879416027136,2460,54616,564,STAR,-7.19927e-05,26.22895
860270854381004800,764,52238,303,GALAXY,0.1212521,12.8562
8260743946071988224,7337,56662,59,STAR,-0.0006900326,91.21785
9437300841784825856,8382,57513,28,STAR,-0.0002018362,8.182272
3035430067049097216,2696,54167,14,STAR,-0.0002388273,18.92714
638539216589973504,567,52252,560,GALAXY,0.09733204,18.56892
6120650379745318912,5436,56015,940,GALAXY,0.2843424,9.64187
648535427778635776,576,52325,62,QSO,1.292705,6.92014
2809211871960262656,2495,54175,333,GALAXY,0.1098367,11.41029
5658828555360163840,5026,55855,202,GALAXY,0.284279,14.31469
596812746524223488,530,52026,312,GALAXY,0.07179648,19.34869
3088382273708386304,2743,54259,141,GALAXY,0.01647177,9.833634
636221445625636864,565,52225,320,GALAXY,0.2773055,6.514695
2375694491337123840,2110,53467,166,GALAXY,0.06012595,14.93677
6156506553421944832,5468,56014,312,STAR,0.000133553,10.35202
7279154659071383552,6465,56279,770,QSO,2.493491,8.848975
3344050068784179200,2970,54589,463,GALAXY,0.1121403,8.127576
6722875439088687104,5971,56064,462,GALAXY,0.2249587,12.87144
4293081726371256320,3813,55532,92,GALAXY,0.3224365,6.545748
9345182106295490560,8300,57391,774,QSO,1.16814,9.220519
1085380748728363008,964,52646,48,GALAXY,0.1251896,13.0393
3244915899873912832,2882,54498,263,STAR,-0.0007472507,10.85203
6505557245165852672,5778,56328,391,GALAXY,0.2934108,8.551188
9269640168230639616,8233,57887,386,QSO,2.368993,5.488845
430138599980165120,382,51816,163,STAR,-0.0002828737,25.26047
3903560206956732416,3467,54999,237,STAR,-0.0007128975,10.10008
7862272957099563008,6983,56447,414,QSO,1.141246,5.361715
2126847243494385664,1889,53240,81,STAR,-0.0001871829,17.43104
1825214372755040256,1621,53383,475,GALAXY,0.2981681,8.121474
1215993933478258688,1080,52614,80,STAR,-0.0001168804,41.56667
7070683960792340480,6280,56570,118,GALAXY,0.2561259,8.904905
5693913977341630464,5057,56209,866,GALAXY,0.2726821,9.130784
3644620543744909312,3237,54883,300,GALAXY,0.002211218,20.85751
1799236480531458048,1598,53033,176,QSO,0.04606678,27.17834
476379661081798656,423,51821,451,GALAXY,0.06683385,20.53838
4070365492661213184,3615,56544,863,STAR,7.848218e-05,5.498684
7247479929121822720,6437,56340,226,GALAXY,0.4057142,5.937644
1947917123565152256,1730,53498,401,QSO,1.44925,8.313196
2367838205878757376,2103,53467,257,GALAXY,0.1362676,13.33237
7208098721049106432,6402,56334,318,STAR,0.0003900639,5.738329
2833988273557235712,2517,54567,357,GALAXY,0.01095861,13.93674
9580314049868224512,8509,57843,115,QSO,2.572961,5.285135
3734631513816408064,3317,54908,78,STAR,0.0006438703,16.67044
3040065612266104832,2700,54417,494,STAR,-8.916217e-05,13.2814
963836330196887552,856,52339,240,GALAXY,0.07931701,15.02044
6816306989834196992,6054,56089,396,QSO,2.300702,7.460612
2424182966621071360,2153,54212,438,GALAXY,0.06329485,18.26685
1246475425396320256,1107,52968,379,STAR,-0.0002459107,52.43796
2859902105689286656,2540,54110,423,STAR,-0.0001251398,48.86085
5590349319666685952,4965,55721,932,GALAXY,0.317679,5.121692
6129545429199902720,5444,56038,532,GALAXY,0.2828802,9.626062
1509990976125429760,1341,52786,579,GALAXY,0.08590373,7.782553
829838576245041152,737,52518,183,GALAXY,0.08717919,22.06446
6056276172475750400,5379,55986,220,STAR,0.0003860684,8.874142
1495314969795782656,1328,52786,436,GALAXY,0.1333341,12.05672
957111717064632320,850,52338,352,GALAXY,0.1125286,13.89734
5032929357729126400,4470,55587,570,STAR,0.0001142017,17.26184
2267580612372097024,2014,53460,66,GALAXY,0.06136777,11.31265
1991845636818888704,1769,53502,468,GALAXY,0.07003079,12.32284
1721667307853342720,1529,52930,605,STAR,-4.818233e-05,7.781778
2372356104509220864,2107,53786,309,GALAXY,0.1472096,9.446944
1518928631454263296,1349,52797,326,GALAXY,0.01827607,13.23607
2103198398956988416,1868,53318,63,GALAXY,0.1178536,13.33347
3224646677373675520,2864,54467,252,STAR,9.142025e-05,17.69415
2613237660419909632,2321,53711,87,STAR,0.0004534106,15.60397
6054137072117372928,5377,55957,630,STAR,0.0007539627,10.92031
5369563814919690240,4769,55931,535,GALAXY,0.3041175,10.38341
1084392287724660736,963,52643,548,QSO,0.868438,7.944087
474018184983242752,421,51821,52,GALAXY,0.1869645,12.44938
4711938755770210304,4185,55469,173,GALAXY,0.2098576,13.08175
9240327455461627904,8207,57431,243,GALAXY,0.2390557,6.355625
3745904532379508736,3327,54951,129,STAR,0.0004163667,43.4141
8743980160188176384,7766,58395,878,GALAXY,0.09525338,6.73899
10589173146396678144,9405,58048,307,QSO,2.157313,19.29611
7588718861383653376,6740,56401,558,GALAXY,0.05732638,41.47029
2195601083257088000,1950,53436,350,GALAXY,0.08259554,20.34192
8007421964657645568,7112,56666,79,STAR,-0.0001838174,6.227814
3225778350320543744,2865,54503,273,STAR,0.0003277728,27.814
628418488024721408,558,52317,605,GALAXY,0.1160824,17.38796
624994058204375040,555,52266,435,GALAXY,0.08678062,25.33304
600216833986947072,533,51994,408,GALAXY,0.02436467,7.605546
2662769560209352704,2365,53739,59,STAR,0.0006162276,22.76142
2418461938011891712,2148,54526,105,GALAXY,0.1197715,12.0477
6159967816361728000,5471,56034,616,GALAXY,0.305177,6.774664
1967037898553321472,1747,53075,330,GALAXY,0.3196393,7.245379
4803158363864324096,4266,55486,252,STAR,0.0002811293,57.55327
8909340368996423680,7913,57333,343,QSO,1.025184,14.78714
3523042318099783680,3129,54747,369,STAR,-0.0005238507,12.42261
1058465803994687488,940,52670,436,STAR,4.878888e-05,5.179507
4809906067109861376,4272,55509,224,STAR,-0.0002339139,21.09626
7486268016554170368,6649,56364,580,GALAXY,0.3105987,5.555235
1917552465746618368,1703,53799,527,GALAXY,0.01403904,24.30484
6132824171531753472,5447,55958,172,STAR,-8.399037e-06,29.98734
476431063250397184,423,51821,638,GALAXY,0.0529199,28.03702
2363390406500050944,2099,53469,460,STAR,0.0005108589,6.621024
2940915503020926976,2612,54480,236,GALAXY,0.226168,17.12099
2054838307275171840,1825,53504,258,GALAXY,0.1114497,14.63292
1933236175892408320,1717,53883,240,GALAXY,0.1676748,11.0954
8168441318219208704,7255,56597,136,STAR,0.0003385519,66.18591
3616426316292792320,3212,54851,130,STAR,0.0005540886,47.84829
4588184596932483072,4075,55352,518,GALAXY,0.2190937,7.39561
7097901821382121472,6304,56570,832,QSO,1.104665,6.618122
6717284972838017024,5966,56101,604,GALAXY,0.3768278,5.363441
8677345894973331456,7707,57663,128,QSO,1.934487,8.890403
2840666707268233216,2523,54572,77,QSO,1.342325,15.17661
1471610602186106880,1307,52999,216,GALAXY,0.1682996,9.154743
484143863380862976,430,51877,25,GALAXY,0.07471501,10.01363
8302620497176451072,7374,56751,853,QSO,2.077285,7.170377
2283356136335763456,2028,53818,113,GALAXY,0.09649041,27.93848
1317438452052027392,1170,52756,493,GALAXY,0.2262786,9.724075
1517762604188067840,1348,53084,180,GALAXY,0.1441315,11.06263
2646013828071974912,2350,53765,542,GALAXY,0.128256,14.74393
1909699192486389760,1696,53116,629,GALAXY,0.1693796,12.19766
5595726486617479168,4970,56039,14,GALAXY,0.2916398,7.715983
1487368524014839808,1321,52764,199,GALAXY,0.03380047,17.98013
948126783557888000,842,52376,433,GALAXY,0.3328506,5.171804
8586379162608228352,7626,56934,969,STAR,7.086891e-05,5.431922
579917651271247872,515,52051,288,GALAXY,0.07830092,7.048418
6013686038895286272,5341,55931,926,QSO,2.339302,5.050859
323282565907638272,287,52023,543,GALAXY,0.182919,8.656033
2811504353351854080,2497,54154,481,GALAXY,0.1844355,13.20786
3715510182076325888,3300,54914,147,STAR,6.423049e-05,29.29125
8738172534334445568,7761,58071,230,STAR,-5.537048e-05,19.73117
623837917265029120,554,52000,325,STAR,-3.019695e-06,17.22674
3857489294994284544,3426,54977,568,STAR,-0.0001414762,41.77987
391901156546209792,348,51671,320,GALAXY,0.04413249,8.637614
9152711763770497024,8129,56947,987,STAR,-0.0003897391,32.30079
1504280662033590272,1336,52759,285,GALAXY,0.03895058,6.567097
1174452732413634560,1043,52465,506,GALAXY,0.06484587,11.52682
4261602703585859584,3785,55241,260,STAR,3.580619e-05,14.43105
2239563961819228160,1989,53772,542,GALAXY,0.1276422,6.692642
8561575829771147264,7604,56947,847,QSO,1.313749,14.76373
6586604166596286464,5850,56042,326,GALAXY,0.3468657,6.652684
8254132307709155328,7331,56658,582,STAR,-8.075062e-05,70.40383
3256238671522719744,2892,54552,495,STAR,-0.0001174983,30.3773
9218921337065854976,8188,57348,192,QSO,1.085826,6.426587
1039381301330733056,923,52404,639,GALAXY,0.1138281,11.08912
1146289845052663808,1018,52672,450,GALAXY,0.09494467,24.97946
3243789175400458240,2881,54502,260,GALAXY,0.1167458,25.26297
5576693385719470080,4953,55749,404,QSO,2.367779,21.74194
651937866728892416,579,52338,152,GALAXY,0.2401763,5.564001
2286840214309595136,2031,53848,500,GALAXY,0.2175858,11.88155
2694411587707496448,2393,54156,484,STAR,0.0001152189,48.99086
2625721247912192000,2332,54149,446,STAR,-3.713702e-05,19.36654
7637046793507985408,6783,56284,246,STAR,-0.0001396768,10.21688
2054893832612374528,1825,53504,460,GALAXY,0.2442213,7.790149
9851765613063854080,8750,58401,514,QSO,1.592718,11.49482
3300147943893395456,2931,54590,492,STAR,-0.0001501232,32.33078
8640171676615858176,7674,57359,57,STAR,4.969905e-06,10.26579
2062721818313123840,1832,54259,266,GALAXY,0.2123677,14.30703
6138596332682893312,5452,55957,691,QSO,0.7456155,6.696222
10831178951285823488,9620,57874,79,STAR,0.0003151245,37.23044
1181209236164601856,1049,52751,510,GALAXY,0.0880529,18.3071
422244661684365312,375,52140,117,GALAXY,0.06637234,5.635515
2930826109429770240,2603,54479,395,GALAXY,0.1208492,23.22652
6640639665593669632,5898,56045,298,STAR,0.0004710694,7.191242
8606430413001611264,7644,57327,187,QSO,2.813615,6.459463
3653598881003970560,3245,54894,195,STAR,0.0006528674,37.05176
574209267314223104,510,52381,1,GALAXY,0.1847119,7.779542
2723634682343221248,2419,54139,301,GALAXY,0.05326035,27.93852
3140159380738041856,2789,54555,89,GALAXY,0.1881621,15.68093
2746187859080800256,2439,53795,429,STAR,-2.539132e-05,39.69617
818671106301913088,727,52207,516,GALAXY,0.1286805,20.50305
2296995845674919936,2040,53384,582,STAR,-0.0004392474,31.23431
6058602739466000384,5381,56009,492,GALAXY,0.2203298,12.89992
427987954833582080,380,51792,531,GALAXY,0.06860746,26.24638
1463674051942705152,1300,52973,15,GALAXY,0.3138245,5.880989
6066566501749774336,5388,55983,792,GALAXY,0.2256995,13.81878
591141195183319040,525,52295,159,GALAXY,0.04752766,11.41939
3125586728484628480,2776,54554,322,GALAXY,0.1006545,10.20424
1225074805296883712,1088,52929,348,STAR,5.204062e-05,45.9364
916518849040377856,814,52443,132,STAR,-0.0006741319,46.1075
6502286467599194112,5775,56009,780,QSO,2.513741,13.31763
2893691197035931648,2570,54081,467,STAR,3.371902e-05,45.92419
7854422993849833472,6976,56448,528,GALAXY,0.2192023,14.21969
850163318814435328,755,52235,396,GALAXY,0.04403607,12.39191
8678545462176012288,7708,57664,396,STAR,-0.0003166621,10.10093
3610931506916204544,3207,54850,620,STAR,0.0001046364,22.26364
2416226900784474112,2146,54230,166,GALAXY,0.2431477,7.821409
5966374603240790016,5299,55927,840,GALAXY,0.2939253,6.031007
3094068947427813376,2748,54234,349,GALAXY,0.09937029,14.70159
2522074954216794112,2240,53823,215,STAR,-0.0002773366,25.31267
1505486001789757440,1337,52767,574,GALAXY,0.1307112,15.41599
2752903964033837056,2445,54573,286,STAR,-0.0006853393,24.56577
3628786751369224192,3223,54865,41,STAR,0.0005029935,17.48767
4776118074234656768,4242,55476,184,QSO,2.206152,8.830005
1512091868035311616,1343,52790,30,STAR,-0.0001084276,25.79578
8716847781275523072,7742,58076,475,QSO,1.647237,5.196132
8748262202333747200,7770,58044,72,QSO,0.9733241,6.354451
10832396114952738816,9621,58130,411,STAR,3.439535e-05,23.8067
1527995208313104384,1357,53034,542,GALAXY,0.09174088,21.89525
1218378772672178176,1082,52523,564,GALAXY,0.002121175,14.99407
1638322954745964544,1455,53089,504,GALAXY,0.1845356,7.820709
3095188250382329856,2749,54241,325,GALAXY,0.2590984,8.358903
1958044442774497280,1739,53050,380,GALAXY,0.1601646,8.379033
9933882897839970304,8823,57446,247,QSO,2.171338,6.073298
8696610451138828288,7724,58434,580,GALAXY,0.1209114,22.11874
10335852533348849664,9180,57693,332,QSO,1.394649,7.23213
2902678605282699264,2578,54093,395,GALAXY,0.1858035,14.17326
3189706399936440320,2833,54650,116,STAR,-0.000126649,9.553324
2858763558177499136,2539,53918,377,STAR,-6.917082e-05,40.04836
1478385514452117504,1313,52790,287,STAR,-6.978225e-05,39.74902
1463772458233391104,1300,52973,373,GALAXY,0.148365,17.91117
2159592898792810496,1918,53240,425,STAR,-0.0001425201,33.3043
679036700453791744,603,52056,433,GALAXY,0.1843868,7.379049
997559452037048320,886,52381,44,GALAXY,0.1008841,13.97167
2973625145119238144,2641,54230,449,GALAXY,0.159449,15.46376
2823841418890471424,2508,53875,307,GALAXY,0.01138112,5.45789
1887037433724299264,1676,53147,106,GALAXY,0.08341308,13.89136
12521165990913136640,11121,58438,120,QSO,0.5662611,7.814761
6764594209267931136,6008,56093,682,STAR,0.0005914773,38.12072
8886960633658234880,7893,57286,846,STAR,-0.0006261463,8.676085
8859747441395914752,7869,57012,149,QSO,2.058232,12.7169
3726785948780961792,3310,54919,208,STAR,0.0001512173,41.05387
3131190109785843712,2781,54266,227,GALAXY,0.1561522,16.11886
7333186039279015936,6513,56543,727,GALAXY,0.3893853,6.366816
8614461526294943744,7651,57654,732,QSO,1.459889,8.502786
1172172349642926080,1041,52724,402,GALAXY,0.1017669,11.10594
4125335829576177664,3664,55245,140,STAR,8.007288e-05,6.735538
8349779926271154176,7416,56810,386,GALAXY,0.1836889,8.756321
3716666044094455808,3301,54939,256,STAR,0.0003135457,18.852
5580216495651444736,4956,55737,933,QSO,2.72636,5.30956
1533640101278541824,1362,53050,598,GALAXY,0.09059926,18.40118
3238100853319559168,2876,54581,46,STAR,0.0007487686,7.590172
7592099859370629120,6743,56385,570,GALAXY,0.3033475,9.20649
1315076425778227200,1168,52731,92,GALAXY,0.03858771,12.76333
2724773225744590848,2420,54086,347,GALAXY,0.07999393,31.49614
2872193553591724032,2551,54552,83,STAR,-4.39559e-05,29.55627
6756602408649119744,6001,56072,280,QSO,2.491033,11.51412
1770024932898531328,1572,53177,401,GALAXY,0.06595076,22.08037
8149489037348198400,7238,56660,820,QSO,1.174862,15.70765
1025749831416571904,911,52426,200,GALAXY,0.0207401,9.816974
9583696423519803392,8512,57903,132,STAR,-6.221358e-05,7.881939
3697571649751719936,3284,54907,423,STAR,-0.0001735,32.10096
7525771271122212864,6684,56412,932,GALAXY,0.3423998,7.133972
734256099921782784,652,52138,616,GALAXY,0.1004243,11.03265
1996235980205484032,1773,53112,56,GALAXY,0.07316566,16.42074
1553773534143080448,1380,53084,115,GALAXY,0.09779752,6.212235
13121488896079976448,11654,58543,914,QSO,1.068418,7.049057
2370081209683306496,2105,53472,225,GALAXY,0.03847378,13.04685
5353884499683072000,4755,55660,838,QSO,0.7042272,10.84583
11754535351703853056,10440,58138,510,QSO,1.181203,15.51041
1605679552418310144,1426,52993,532,STAR,0.0001100159,8.523464
1157504592334841856,1028,52884,289,GALAXY,0.2337807,8.69447
7043723931535300608,6256,56323,342,GALAXY,0.2323164,17.80062
1598794413172090880,1420,53146,60,GALAXY,0.1687838,13.08192
2357687520973580288,2094,53851,193,GALAXY,0.03978586,29.4124
10529456191914137600,9352,57805,146,QSO,2.744588,6.936679
3324873760875505664,2953,54560,332,GALAXY,0.05830121,9.381549
7973809620107155456,7082,56713,678,STAR,-0.0002613955,13.08314
2439901304554809344,2167,53889,277,GALAXY,0.08975577,18.33591
1557182570481870848,1383,53116,229,GALAXY,0.07120657,10.63129
3502792063584411648,3111,54800,427,STAR,-0.0005252775,30.08945
7053855655049058304,6265,56248,337,GALAXY,0.2814256,13.38079
323304556140193792,287,52023,623,GALAXY,0.1573043,13.78934
9962015009545672704,8848,57875,191,QSO,1.591356,5.608776
5287281044718114816,4696,56354,200,GALAXY,0.3481359,8.223628
3377825146105602048,3000,54843,456,STAR,-3.375677e-05,63.52617
1597798805359585280,1419,53144,534,GALAXY,0.125624,14.51767
12732979759010830336,11309,58428,646,QSO,1.929766,13.11111
8712407403969402880,7738,58100,705,STAR,-0.0003368868,15.2495
1732774299657332736,1539,52943,52,GALAXY,0.102185,9.154629
3522948859611422720,3129,54747,29,STAR,-6.20573e-05,73.21719
349204926368344064,310,51990,640,GALAXY,0.05399495,17.98401
752230091781597184,668,52162,469,STAR,-0.000208541,20.57052
1656288421531904000,1471,52883,326,STAR,-0.0001399859,21.60216
6155463940833040384,5467,55973,615,GALAXY,0.3365525,5.747449
5205080443616253952,4623,55621,164,STAR,-0.000486813,27.56375
2671888635258759168,2373,53768,466,GALAXY,0.1688147,15.72688
4864093854876588032,4320,55894,750,QSO,2.334097,5.316524
719555629592635392,639,52146,384,GALAXY,0.202075,10.01203
7416544688604469248,6587,56537,880,STAR,-0.0009513331,25.8253
2822784238477142016,2507,53876,557,GALAXY,0.1435363,19.37744
5672465804454811648,5038,56235,662,GALAXY,0.3111829,9.201859
1426638101584832512,1267,52932,447,GALAXY,0.2121912,8.074574
4475695760797882368,3975,55321,886,QSO,2.903344,6.069391
841187180746401792,747,52234,509,GALAXY,0.06776656,12.3442
8588528983456634880,7628,56978,598,STAR,-0.0005322589,33.88266
8640375910900717568,7674,57359,800,QSO,1.214074,5.378451
9858610610723641344,8756,57687,840,QSO,2.163982,13.31224
803983829877417984,714,52201,332,GALAXY,0.1223992,7.170458
505686869967661056,449,51900,574,QSO,0.231853,7.942235
7944613735817304064,7056,56577,960,GALAXY,0.3127297,11.16823
5335727714149357568,4739,55644,320,GALAXY,0.2123171,17.22268
2202429875116075008,1956,53437,617,GALAXY,0.133778,21.2581
1801479760086329344,1600,53090,145,GALAXY,0.05336123,20.93301
8175198916784183296,7261,56603,144,GALAXY,0.2231724,9.649705
2375717306203400192,2110,53467,249,GALAXY,0.1451879,11.74053
1151929792396814336,1023,52818,488,GALAXY,0.2013894,9.339204
9571392332206725120,8501,57519,426,QSO,1.909135,8.449947
2627872160219162624,2334,53713,79,STAR,0.0001802568,38.19584
716220811328907264,636,52176,540,QSO,0.1962076,19.11501
2838516886587598848,2521,54538,448,QSO,1.031168,10.9266
8670777682236299264,7701,57356,809,STAR,-0.0003271854,58.67262
2277724163454035968,2023,53851,104,STAR,-0.0005190664,38.95834
4953085850735106048,4399,55811,917,GALAXY,0.3584124,7.02791
334442607855822848,297,51959,183,GALAXY,0.1879049,13.91815
2546868679967008768,2262,54623,302,STAR,-0.0005495839,19.02399
378332089050753024,336,51999,108,GALAXY,0.1210109,12.48581
4302063911786797056,3821,55535,1,STAR,-0.0002577249,25.03697
2246190162654554112,1995,53415,72,GALAXY,0.09764282,9.95251
3311313208203044864,2941,54507,151,STAR,-0.0003077102,29.62187
1034862583502366720,919,52409,584,GALAXY,0.1203186,9.500948
1443455129029208064,1282,52759,187,STAR,-0.0001271077,44.10417
1011118358327748608,898,52606,219,QSO,0.2162254,8.913287
574384639418853376,510,52381,639,GALAXY,0.02998406,6.70549
683477358274963456,607,52368,204,GALAXY,0.2634425,9.607332
6002270360174876672,5331,55976,356,QSO,3.113463,11.79297
1304936178750875648,1159,52669,66,GALAXY,0.1597224,11.31118
576566338839930880,512,51992,384,STAR,0.0001680796,13.01828
1496474679366412288,1329,52767,559,QSO,1.185575,16.72931
3698683806451081216,3285,54948,373,STAR,-0.0001601204,24.22461
5119690725899130880,4547,55893,814,QSO,2.291604,6.375313
2491750148124731392,2213,53792,486,QSO,1.019922,8.764487
1566205432760920064,1391,52817,286,GALAXY,0.08208353,10.10673
1897214518652594176,1685,53463,266,GALAXY,0.07155842,22.84942
4966585385545390080,4411,56164,876,GALAXY,0.08403075,21.89539
7239609624202336256,6430,56299,266,QSO,0.970576,9.536035
1951348966666823680,1733,53047,598,STAR,3.661777e-05,28.9832
2598641929646270464,2308,54379,236,STAR,-4.606731e-05,52.9333
5011465790404450304,4451,55537,310,STAR,-1.862591e-05,10.81235
8219196975826098176,7300,56707,464,QSO,1.907882,5.991963
6711538381338466304,5961,56460,178,STAR,-0.0001797889,8.491983
5779366365929691136,5133,55860,444,GALAXY,0.1207592,17.49688
2232806082940528640,1983,53442,533,GALAXY,0.07338022,27.29905
2678559372203812864,2379,53762,158,STAR,-9.601247e-05,51.97832
2274429469814974464,2020,53431,406,GALAXY,0.08687978,17.70722
8325162965822363648,7394,57131,942,QSO,1.440482,5.052135
9203205742928353280,8174,57374,363,GALAXY,0.1693833,11.09804
2987065850135078912,2653,54230,194,GALAXY,0.1265828,24.52706
1892727131939563520,1681,53172,325,GALAXY,0.06422284,10.9662
3834971846495805440,3406,54970,570,STAR,-5.045821e-05,51.06339
1219446398412417024,1083,52520,352,STAR,-0.0001583074,5.910678
2838422603465517056,2521,54538,105,GALAXY,0.09211959,18.70194
2554761508886177792,2269,53711,344,QSO,1.987353,14.50468
788267410636433408,700,52199,500,STAR,-0.0003250235,9.55548
2337504054038521856,2076,53442,494,STAR,0.001170084,32.37353
827601619855108096,735,52519,237,GALAXY,0.1476784,11.21809
1013474337388259328,900,52637,598,GALAXY,0.1566759,11.62079
3055846074519414784,2714,54208,559,STAR,-0.00011922,43.93792
1451407621335574528,1289,52734,446,QSO,0.6510931,11.21417
1405273242188408832,1248,54477,546,STAR,6.364676e-05,8.195518
8909268625862711296,7913,57333,82,QSO,0.5142358,16.32375
8865509986316605440,7874,57279,633,GALAXY,0.1469081,5.180852
1712498755518883840,1521,52945,18,STAR,-0.0005342767,29.43889
429031391687108608,381,51811,231,GALAXY,0.1670103,13.5531
6803993559232174080,6043,56096,656,GALAXY,0.3945936,7.068343
1294839637931485184,1150,52644,199,STAR,2.391279e-05,6.785167
399828087589595136,355,51788,486,GALAXY,0.1005953,12.29506
1864524389865777152,1656,53533,124,GALAXY,0.1065662,13.71234
8681853068080601088,7711,57667,141,QSO,0.7117043,5.201016
7048168161645189120,6260,56568,126,GALAXY,0.1153855,25.23426
8847472223218587648,7858,57281,548,QSO,1.953601,6.507127
1974994244770752512,1754,53385,603,GALAXY,0.06925597,14.75896
6409786757353854976,5693,56246,140,GALAXY,0.1192729,30.0812
7565179416760047616,6719,56390,938,GALAXY,0.3178996,7.400517
2403811758478223360,2135,53827,56,GALAXY,0.03434821,35.05237
6129521789699905536,5444,56038,446,GALAXY,0.01921117,7.409802
1829697077584619520,1625,53140,399,GALAXY,0.1476888,13.06689
1651780427750336512,1467,53115,310,GALAXY,0.09018431,11.10438
2656130985338365952,2359,53826,484,GALAXY,0.1204956,7.036582
6807314084348057600,6046,56096,448,STAR,-0.001048452,6.157869
4356301166721914880,3869,55273,707,QSO,1.238899,6.201235
2430927372892006400,2159,54328,398,GALAXY,0.04095659,8.122831
8362171146448427008,7427,56751,409,STAR,-0.0005734859,39.02704
4763738672280655872,4231,55444,204,GALAXY,0.3626211,7.436997
3580417035823325184,3180,54864,201,STAR,0.0007486672,13.93288
2228251905593731072,1979,53431,349,GALAXY,0.08224634,8.784492
1899505072845383680,1687,53260,407,GALAXY,0.1003943,13.57259
744253134938859520,661,52163,121,GALAXY,0.153622,10.13202
6075370290749396992,5396,55947,52,GALAXY,0.0901879,7.015431
2467018572111570944,2191,54621,625,STAR,-0.0003401825,11.08212
9441808839542593536,8386,57518,44,QSO,2.039326,7.053606
3497056735015837696,3106,54738,42,STAR,6.145795e-05,89.1721
7560526284541155328,6715,56449,394,GALAXY,0.3065948,9.81221
11563087568313800704,10270,58488,347,QSO,2.573201,5.419828
3303503379107440640,2934,54626,411,STAR,3.496458e-05,18.45215
8224851219136665600,7305,56991,554,GALAXY,0.1383021,12.80927
8748502170746509312,7770,58044,945,QSO,1.476718,5.208222
1378231274736478208,1224,52765,472,GALAXY,0.3053232,5.992537
7509899545511483392,6670,56389,535,QSO,0.6382392,29.05692
7462545228584736768,6628,56366,293,GALAXY,0.3152742,13.14916
452614541411379200,402,51793,10,GALAXY,0.153549,14.02799
2589739172302448640,2300,53682,616,STAR,-0.0001125281,19.44175
7988342138692982784,7095,56625,299,STAR,-0.0002420221,6.610015
1364739441389758464,1212,52703,541,GALAXY,0.1103992,11.5939
1767752241894156288,1570,53149,325,QSO,0.6469467,22.9441
631739287649413120,561,52295,398,GALAXY,0.05051498,7.999137
642908951247087616,571,52286,73,GALAXY,0.09020777,17.68423
1125978841144125440,1000,52643,287,GALAXY,0.08025578,7.437649
8631187566769756160,7666,57339,141,QSO,0.7736176,10.33888
5291877542256728064,4700,55709,538,QSO,2.591764,8.332759
13147225713953495040,11677,58510,336,GALAXY,0.3250865,5.713709
4447479274795194368,3950,55680,635,GALAXY,0.3516802,5.098973
2321685928982112256,2062,53381,292,STAR,-0.0003635462,16.24302
1306205015253215232,1160,52674,586,GALAXY,0.07997872,8.219686
551747336687085568,490,51929,205,STAR,-0.002265794,7.2875
5469708979134552064,4858,55686,317,GALAXY,0.2360278,5.275792
1136178735653873664,1009,52644,530,GALAXY,0.1678787,10.13124
3649048551964647424,3241,54884,25,QSO,1.2018,14.03024
2598677663774173184,2308,54379,366,STAR,-6.340524e-05,41.00674
994290329911846912,883,52430,439,GALAXY,0.1817359,9.252895
3654762989694853120,3246,54939,334,STAR,0.0001059222,42.38968
629535316943857664,559,52316,572,GALAXY,0.3938774,5.280222
373815576335771648,332,52367,61,GALAXY,0.1115411,22.73029
1974970330392848384,1754,53385,516,GALAXY,0.2000328,12.74863
2398277917361596416,2130,53881,404,GALAXY,0.1270333,12.83864
7852226719272687616,6974,56442,730,QSO,1.724782,7.247497
3311298089918162944,2941,54507,96,STAR,-0.0001532084,26.11419
2560433614747625472,2274,53726,499,GALAXY,0.04308489,8.733514
2501812878659577856,2222,53799,230,GALAXY,0.07782368,10.72585
2299198442242598912,2042,53378,403,STAR,-0.0001293209,32.38111
6987381655884552192,6206,56245,170,STAR,-0.0007687113,48.66595
10806643902607808512,9598,58085,933,QSO,1.718932,25.34066
3150355699167422464,2798,54397,319,STAR,-0.0003447731,41.51769
408763821960751104,363,51989,226,GALAXY,0.08598288,13.08037
9591554912950704128,8519,58198,49,QSO,1.385203,5.584487
2513163962296592384,2232,53827,565,GALAXY,0.06081752,13.57385
2594135296010381312,2304,53762,225,STAR,-8.103752e-05,59.83675
6975153986652624896,6195,56220,742,GALAXY,0.3788283,6.286188
