specobjid,plate,mjd,fiberid,obj_class,redshift,snMedian
1880256219348756480,1670,54553,12,GALAXY,0.2280263,7.615031
2415220847343069184,2145,54212,602,GALAXY,0.03082995,30.79959
6421179346145531904,5703,56190,626,GALAXY,0.2158152,18.17342
1351179713653008384,1200,52668,363,QSO,0.8086463,16.52843
1831973621996742656,1627,53473,489,GALAXY,0.08858379,21.24396
2021024493257910272,1795,54507,124,GALAXY,0.1700582,15.55425
1067412526049814528,948,52428,216,GALAXY,0.1716953,15.5055
5218780358397679616,4635,55615,852,QSO,2.874061,5.888345
5998947086380587008,5328,55982,554,GALAXY,0.353884,5.675826
8256320886074005504,7333,56686,352,STAR,-0.000711596,48.69491
4971122514690594816,4415,55831,998,QSO,0.7403946,5.902275
385168297429067776,342,51691,402,GALAXY,0.1660835,9.012968
8676371726194726912,7706,57575,680,STAR,-0.0001709148,18.82047
5839106688960190464,5186,56337,690,STAR,0.0001377555,19.2235
5809674954292353024,5160,55895,114,STAR,-0.0001334741,11.37331
1494078568886462464,1327,52781,34,STAR,-0.0003276553,6.160023
1701344759827687424,1511,52946,400,STAR,0.0001258759,39.52707
2167476398623582208,1925,53327,433,GALAXY,0.06743874,11.45239
897415656121591808,797,52263,267,STAR,0.0001386386,8.126107
6178059179812739072,5487,55982,896,GALAXY,0.3309163,8.248869
8531102864957003776,7577,56944,579,QSO,1.534979,7.029139
8240480776438962176,7319,56962,70,STAR,-0.0001896015,6.401592
2698805229578643456,2397,53763,84,STAR,-0.0001452159,53.17743
2475974626207885312,2199,53556,439,GALAXY,0.03538243,19.69606
6795029240595372032,6035,56076,812,QSO,2.594799,12.69649
1521253548673755136,1351,52790,592,GALAXY,0.1859181,9.288782
7942140659254974464,7054,56575,155,GALAXY,0.3315327,10.15078
4709752651407185920,4183,55447,412,GALAXY,0.1712589,20.76235
4727684037359196160,4199,55481,110,STAR,-0.0001415152,11.8661
2641397253104756736,2346,53734,131,GALAXY,0.1317284,20.58664
3324818510416209920,2953,54560,131,GALAXY,0.07790112,9.012884
10533062315326330880,9355,57814,977,STAR,-0.0008283586,47.78328
6607968227648886784,5869,56064,224,QSO,2.186221,7.740645
962682393347516416,855,52375,138,GALAXY,0.2470922,8.58597
2526548316804638720,2244,53795,105,GALAXY,0.07410176,27.03777
3071525113821161472,2728,54416,255,STAR,0.001166831,14.37392
465023080356407296,413,51821,96,STAR,0.0001515037,42.5229
4999136416799938560,4440,55539,512,GALAXY,0.2937876,11.02697
772510589745391616,686,52519,521,QSO,0.4558644,6.696844
1151887736077051904,1023,52818,335,GALAXY,0.1377507,9.575054
3344000590760929280,2970,54589,283,GALAXY,0.06403834,17.83359
5812049899374794752,5162,55893,562,STAR,-5.731855e-05,10.74829
1637153899024508928,1454,53090,347,QSO,1.67622,6.779706
8678619129455073280,7708,57664,664,QSO,1.509205,7.659896
9898925573526542336,8792,57364,49,GALAXY,0.3259515,10.8982
1917489518705928192,1703,53799,298,QSO,0.9648854,7.940652
8746074178304890880,7768,58289,304,GALAXY,0.3111536,6.623806
13177767948016965632,11704,58514,856,QSO,2.346374,6.621229
943587999591983104,838,52378,305,GALAXY,0.1009733,8.509016
548416916201433088,487,51943,377,GALAXY,0.105524,31.44421
1308420256204613632,1162,52668,453,GALAXY,0.1523509,11.50792
4592682699186264064,4079,55363,498,STAR,-0.001316896,48.18877
637345696483141632,566,52238,314,GALAXY,0.1170277,18.19362
1091127617706289152,969,52442,475,GALAXY,0.1198162,18.00859
2662905624773289984,2365,53739,554,STAR,0.0001449433,30.79332
1825132734016677888,1621,53383,178,GALAXY,0.148073,12.9611
3253922824200415232,2890,54495,262,STAR,-8.071769e-05,46.78947
3302430805363550208,2933,54617,605,STAR,-4.835991e-05,10.83779
6092464947882907648,5411,55953,802,GALAXY,0.3559209,8.447863
7927535021568841728,7041,56569,268,STAR,-0.0005063101,8.710254
1313987084750448640,1167,52738,225,GALAXY,0.07447957,6.265841
894050052924794880,794,52376,311,GALAXY,0.1613533,11.56966
2435374888953866240,2163,53823,194,QSO,1.870805,8.007942
2660659048042489856,2363,53763,573,GALAXY,0.1295702,17.82614
462787223394215936,411,51817,154,GALAXY,0.2028585,6.76577
1566268654679517184,1391,52817,516,GALAXY,0.09140549,18.01935
1351102747839064064,1200,52668,83,GALAXY,0.1230607,20.55948
2808011205245954048,2494,54174,61,GALAXY,0.07960585,20.63072
2516552932346849280,2235,53847,606,GALAXY,0.2274962,10.38275
6988595516620953600,6207,56239,490,GALAXY,0.3033862,9.030032
3727906351532318720,3311,54943,188,STAR,-9.175373e-05,37.26183
3574738882295603200,3175,54828,24,STAR,-8.913018e-05,11.78906
725202996643784704,644,52173,449,GALAXY,0.08433493,29.85759
7257596535994865664,6446,56363,166,GALAXY,0.3853847,5.564355
431359607676364800,383,51818,509,GALAXY,0.1488607,8.541862
4829185459568793600,4289,55856,730,STAR,-0.000494244,9.019287
2821628381961938944,2506,54179,448,GALAXY,0.04844045,19.4079
5972999711510255616,5305,55984,366,GALAXY,0.3408733,6.269444
5206430644448811008,4624,55654,980,QSO,0.4192942,6.493546
2165141585547782144,1923,53319,131,STAR,-7.745341e-05,8.840864
4920330020306835456,4370,55534,536,GALAXY,0.3363098,6.743559
2700016891476338688,2398,53768,396,STAR,-5.41736e-05,15.44827
3261775262878033920,2897,54585,157,STAR,5.399695e-05,45.86972
8048116263132878848,7148,56591,668,STAR,-0.0003535028,64.98906
8355492169910605824,7421,57159,687,STAR,-0.0003015492,20.61756
841086025676646400,747,52234,141,GALAXY,0.02572892,13.76489
2936360226246387712,2608,54474,48,STAR,0.000133087,59.8515
985314465463429120,875,52354,553,STAR,-0.000103473,10.07581
3174075467204421632,2819,54617,595,QSO,2.321688,6.071669
3274249497609267200,2908,54611,482,STAR,9.606472e-05,53.24538
1167645113099249664,1037,52878,316,GALAXY,0.08160959,7.474501
1782305924065552384,1583,52941,23,STAR,0.0002417178,35.43771
364861141878335488,324,51666,253,STAR,5.184169e-05,14.01223
2168549521804519424,1926,53317,241,GALAXY,0.111555,19.41063
9242755726824462336,8209,57427,885,GALAXY,0.179009,8.995994
3255098477209741312,2891,54507,443,STAR,0.0002279338,23.55035
1896124349115557888,1684,53239,396,GALAXY,0.06625683,17.98462
3718886233133391872,3303,54950,141,STAR,0.0004794795,22.37136
395302496169388032,351,51695,406,STAR,-0.0002533681,15.30666
8145909026531858432,7235,56603,84,QSO,1.718916,5.41965
3802243233292066816,3377,54950,288,STAR,-0.0008496068,26.32576
2451242228446685184,2177,54557,575,STAR,-0.0002215473,74.07963
7994087911766382592,7100,56636,722,QSO,2.546681,7.121491
613721039288952832,545,52202,384,GALAXY,0.1120272,8.538054
2277767594163333120,2023,53851,262,GALAXY,0.05273552,36.49257
2703305530755016704,2401,53768,72,STAR,-0.0006165181,19.98011
305119456101689344,271,51883,2,GALAXY,0.05255714,9.616279
7459143614821849088,6625,56386,206,GALAXY,0.3995715,5.204976
653081084447188992,580,52368,215,GALAXY,0.1215337,9.838283
485301374247004160,431,51877,140,GALAXY,0.1336018,14.4011
1425475089419233280,1266,52709,312,GALAXY,0.08784486,8.840341
8537859364144568320,7583,56958,583,QSO,0.9771896,18.59647
594629116364351488,528,52022,560,GALAXY,0.1116887,23.17486
835473843937110016,742,52263,204,GALAXY,0.02928711,16.31445
1132742762890815488,1006,52708,318,GALAXY,0.2067304,5.360708
579982797335193600,515,52051,525,GALAXY,0.1955633,14.3723
1896065800121378816,1684,53239,183,STAR,-1.932302e-05,19.4785
2980325023669053440,2647,54495,247,GALAXY,0.02761417,19.54163
10632145084903348224,9443,58074,990,STAR,0.0002997807,45.67981
1339947927530924032,1190,52670,462,GALAXY,0.1273098,26.52952
3105301013309974528,2758,54523,251,GALAXY,0.06748642,16.65767
1382703262783793152,1228,52728,357,GALAXY,0.1147829,5.469366
1925304567528974336,1710,53504,57,GALAXY,0.1249913,11.14312
11748855824692566016,10435,58156,328,QSO,1.073696,24.29993
1705826643865528320,1515,52932,321,GALAXY,0.1993244,5.003962
6060737166480529408,5383,56013,65,GALAXY,0.2701623,7.949263
2334026853313964032,2073,53728,132,STAR,-4.187239e-06,26.49465
1113643142378186752,989,52468,466,GALAXY,0.1200934,8.978506
504486203270129664,448,51900,302,GALAXY,0.1116455,13.37292
8808156705982797824,7823,56978,879,QSO,2.528875,5.641922
2445499198850754560,2172,54230,162,GALAXY,0.3563286,5.61638
1346699479738247168,1196,52733,448,GALAXY,0.1412391,15.80163
8335291391052896256,7403,57071,925,STAR,-0.0005641432,19.53984
569859318413813760,506,52022,560,GALAXY,0.1873249,13.76201
6582269891340163072,5846,56017,942,GALAXY,0.3919056,7.659262
6066562653459077120,5388,55983,778,QSO,2.298096,10.50161
2703358307313149952,2401,53768,264,STAR,0.0002233614,11.46421
10833485181220050944,9622,58130,277,QSO,1.623771,13.76038
5130846365757495296,4557,55588,438,GALAXY,0.3345548,8.18042
1413019276188608512,1255,52962,54,STAR,-9.149597e-05,21.36991
6014654160091502592,5342,56003,352,STAR,-0.0002058864,39.28081
3100828745016043520,2754,54240,365,STAR,-0.0005858082,28.44687
1892697720003520512,1681,53172,218,STAR,-0.0005752651,26.07929
3238263855918376960,2876,54581,639,STAR,0.0002503064,43.96463
6914332301771167744,6141,56210,658,QSO,2.339643,6.778516
5246716759499888640,4660,56191,84,GALAXY,0.3728765,5.273027
2859915024950913024,2540,54110,470,STAR,-0.0006157594,23.19725
1303843539053996032,1158,52668,187,GALAXY,0.07116782,8.844911
2479382562665949184,2202,53566,549,GALAXY,0.09106271,8.903509
9839317754364319744,8739,57645,285,QSO,1.135466,7.333435
2408445651089123328,2139,53878,530,GALAXY,0.06260298,21.54081
5207458687451682816,4625,55632,624,STAR,0.0001633727,10.03481
2577252568937818112,2289,53708,246,GALAXY,0.1314967,17.85587
2024459356577228800,1798,53851,332,GALAXY,0.2109592,9.703387
5338094963690592256,4741,55704,740,GALAXY,0.2809205,18.13492
1477213434905913344,1312,52781,119,STAR,-0.0001406026,17.37242
717345886568474624,637,52174,537,STAR,-0.0002228467,12.05814
2458982223387322368,2184,53534,61,STAR,-0.0001675708,27.19782
1918665161095276544,1704,53178,479,GALAXY,0.2934336,7.712999
10821191541324011520,9611,58107,609,QSO,1.525328,12.89828
2973665552171558912,2641,54230,596,STAR,-8.931097e-05,8.697543
1886031111058909184,1675,53466,541,GALAXY,0.1424821,10.02312
1307199249129170944,1161,52703,107,QSO,1.132809,5.646959
2539001381642148864,2255,53565,353,STAR,-0.0002422506,44.14505
7293709445284255744,6478,56341,472,QSO,3.210151,10.75619
4239224347905251328,3765,55508,768,GALAXY,0.3286487,6.884059
1111302008167491584,987,52523,141,STAR,3.515569e-05,34.5699
5059953154214615040,4494,55569,578,STAR,-0.0002718793,15.66897
381825232341592064,339,51692,528,GALAXY,0.1172676,10.63442
916531493424097280,814,52443,178,GALAXY,0.1078243,12.38059
5658898374348527616,5026,55855,456,QSO,2.337639,6.122464
1190112252850628608,1057,52522,131,GALAXY,0.1309137,11.04688
4602775117894014976,4088,55451,350,GALAXY,0.3790142,6.255454
995367300611729408,884,52374,261,QSO,1.047802,9.00074
1917558238182664192,1703,53799,548,GALAXY,0.01588033,15.34541
1981706758241937408,1760,53086,447,GALAXY,0.06210333,9.120527
1988372279016318976,1766,53468,120,GALAXY,0.09980876,12.12684
855850818073552896,760,52264,607,GALAXY,0.2699403,6.574111
782579362158372864,695,52202,287,STAR,6.813121e-06,48.8788
3140195939499665408,2789,54555,222,QSO,1.663032,8.807369
9993513542236788736,8876,57783,94,STAR,6.728927e-05,48.18636
1392912778573932544,1237,52762,635,GALAXY,0.1425148,5.317019
1479538631633823744,1314,53050,386,GALAXY,0.1010345,20.92948
6818514534355195904,6056,56092,235,GALAXY,0.327451,5.719711
1310680302456170496,1164,52674,483,GALAXY,0.08920001,10.47376
5511522032318437376,4895,55708,880,GALAXY,0.3133669,8.030077
1908552407848085504,1695,53473,553,STAR,-9.920289e-05,8.241002
1527884707394512896,1357,53034,140,GALAXY,0.1188184,10.55639
1798147413693720576,1597,52999,310,GALAXY,0.07131724,12.9073
7096734689269143552,6303,56539,682,GALAXY,0.3648187,5.414452
7553856646671521792,6709,56429,706,QSO,2.206499,5.597893
1149710422169905152,1021,52460,606,STAR,-5.646615e-05,10.64463
1896180973964388352,1684,53239,602,GALAXY,0.03647214,14.4806
922203598463461376,819,52409,333,GALAXY,0.09835605,9.089248
1944541628924454912,1727,53859,409,GALAXY,0.1015755,19.43478
9948562752091215872,8836,57424,404,STAR,-2.015607e-06,5.71611
2895950693011580928,2572,54056,495,GALAXY,0.09574874,19.22384
2524373488811141120,2242,54153,385,GALAXY,0.0354218,15.21111
3792103812005732352,3368,54954,265,STAR,-0.0005304877,18.10946
9427417336326150144,8373,57785,936,STAR,-9.962259e-06,17.69485
1647257036041250816,1463,53063,238,GALAXY,0.1834297,11.09447
3246127562140706816,2883,54525,575,GALAXY,0.1732005,21.83645
1955736842829588480,1737,53055,177,STAR,-3.048493e-05,47.67467
8167409427026302976,7254,56625,478,STAR,-1.292594e-05,46.6804
582150209178462208,517,52024,218,GALAXY,0.01950274,23.80804
2980356909506258944,2647,54495,363,GALAXY,0.3126346,6.811656
1517824451717130240,1348,53084,405,GALAXY,0.191641,11.89474
1075267711677786112,955,52409,121,GALAXY,0.1297877,8.687725
1380418477721937920,1226,52734,237,GALAXY,0.3176986,5.942102
8601904547995342848,7640,57311,106,STAR,-0.0004973509,28.02476
1212680555691272192,1077,52644,314,GALAXY,0.1909894,9.653411
420017320098818048,373,51788,206,GALAXY,0.09039737,22.7183
3739235169270341632,3321,54924,442,STAR,0.0001802181,24.7651
7586432427339569152,6738,56424,432,QSO,3.432191,5.229839
5952713171685103616,5287,55952,292,STAR,8.082007e-05,21.9209
1436783297102374912,1276,53035,491,GALAXY,0.1882493,14.92029
7560605999134169088,6715,56449,684,QSO,1.018153,5.63476
2419561724232361984,2149,54509,10,GALAXY,0.1809192,11.00874
1678819340826208256,1491,52996,373,STAR,-8.399278e-05,35.80038
3608560135179444224,3205,54848,185,STAR,1.324095e-05,16.24502
468434589891717120,416,51811,219,GALAXY,0.03662873,16.97346
9427235916907567104,8373,57785,276,QSO,1.617438,5.652757
7239698684644186112,6430,56299,590,GALAXY,0.2938885,10.15999
7699139516096075776,6838,56429,858,STAR,-3.660589e-05,13.79017
6645127322252105728,5902,56042,240,GALAXY,0.2222514,14.70355
3047981816528005120,2707,54144,621,STAR,0.0002916034,6.913337
3206696050303723520,2848,54453,484,STAR,-0.0002606103,27.11507
2447813384054348800,2174,53521,389,STAR,-0.0003844668,37.59237
2950987852487354368,2621,54380,15,STAR,-0.000304128,22.21947
8640309115569330176,7674,57359,557,QSO,1.885832,25.54357
2819316933642446848,2504,54179,231,GALAXY,0.06525099,36.4934
12736410785129191424,11312,58433,840,QSO,1.3937,5.303352
396492717489678336,352,51694,640,GALAXY,0.0817723,8.158204
1637073634675681280,1454,53090,55,GALAXY,0.1667378,8.433321
2220416511443494912,1972,53466,516,GALAXY,0.2914574,7.307978
1848863214104766464,1642,53115,493,STAR,-5.290846e-05,7.244018
1263406803408939008,1122,52876,535,STAR,-8.125513e-05,5.397464
454918568346150912,404,51812,200,GALAXY,0.1111225,17.05963
10580179966905047040,9397,58107,358,STAR,-0.000433129,36.00894
1619060335073847296,1438,53054,59,GALAXY,0.1108098,14.06258
4452031527812093952,3954,55680,812,STAR,-0.0009160278,6.4193
7052705840344881152,6264,56223,250,GALAXY,0.3466893,5.407631
5646581367733245952,5015,55707,703,STAR,-0.0001381471,8.518044
5644265246757771264,5013,55723,469,STAR,-3.039208e-05,55.85892
4232426062947309568,3759,55236,612,GALAXY,0.3371959,5.992516
6779315570016016384,6021,56067,990,QSO,0.8309498,8.005466
2982654609182451712,2649,54212,530,STAR,8.879158e-05,28.53104
3155970079930214400,2803,54368,264,STAR,4.001096e-05,73.84896
2821600619293337600,2506,54179,347,GALAXY,0.0317251,42.43344
2768742978301224960,2459,54544,564,STAR,-8.438614e-05,30.32916
7925477285607790592,7039,56572,974,STAR,-0.0004723818,14.89388
494333037635463168,439,51877,229,STAR,0.0001227111,18.42167
2872310376702175232,2551,54552,508,STAR,-0.0007379178,36.46583
1074234445558474752,954,52405,458,GALAXY,0.03996332,26.79173
2200011772826511360,1954,53357,12,GALAXY,0.1466929,9.126832
1616947348603168768,1436,53054,564,GALAXY,0.1145078,14.47198
2282234353138296832,2027,53433,128,STAR,-0.0008189612,7.721051
1615758500682557440,1435,52996,335,GALAXY,0.08599712,14.2086
1415314781287507968,1257,52944,213,STAR,-0.0002449336,47.26137
1455834255669094400,1293,52765,166,GALAXY,0.05692999,9.515282
9234759540775606272,8202,58158,467,STAR,-0.0002943035,31.94657
12098062368971708416,10745,58277,974,QSO,2.105083,8.150193
5792931590217947136,5145,55835,642,STAR,0.0002612853,18.70065
2898234379132233728,2574,54084,611,GALAXY,0.1128744,10.16546
2385818524980373504,2119,53792,133,GALAXY,0.05792587,15.72924
3091824844161968128,2746,54232,377,GALAXY,0.3372774,7.317233
1040496206205184000,924,52409,599,GALAXY,0.1145516,11.19139
2286708822670075904,2031,53848,22,GALAXY,0.1545335,16.06619
1103398991921440768,980,52431,62,GALAXY,0.2303727,10.37641
840037366528763904,746,52238,422,GALAXY,0.04123922,45.56127
1672117267631990784,1485,52992,567,STAR,-0.0001891543,19.78285
3136771510283298816,2786,54540,52,GALAXY,0.1786095,12.50449
3098567879147153408,2752,54533,332,GALAXY,0.08610523,12.23135
4751451080134776832,4220,55447,558,GALAXY,0.2281747,7.932584
8722379704555034624,7747,58398,120,STAR,-9.964855e-05,6.010618
615936276264151040,547,51959,251,GALAXY,0.1280889,19.81602
468534645449844736,416,51811,583,GALAXY,0.1067381,21.03157
4596021366311114752,4082,55367,356,GALAXY,0.1616553,16.7395
3309151018721241088,2939,54515,477,STAR,-8.582927e-05,32.18375
7978192272532723712,7086,56658,238,STAR,1.500258e-05,31.29158
12771233692720060416,11343,58430,549,QSO,0.725783,11.87456
2821641026345658368,2506,54179,494,GALAXY,0.02502579,49.78569
9211081814546077696,8181,57073,344,QSO,0.7347205,8.622272
7086638422790789120,6294,56482,816,GALAXY,0.3135735,8.080897
2023409608856463360,1797,54507,609,GALAXY,0.2290389,9.466318
2327265131848820736,2067,53738,109,STAR,0.0001298804,16.70402
785958711163119616,698,52203,293,GALAXY,0.1555107,13.09722
2484979351595018240,2207,53558,430,GALAXY,0.09023718,8.714245
7549174929633335296,6705,56636,58,QSO,1.045991,9.744645
1422025371670308864,1263,52708,50,STAR,-2.506009e-05,15.35066
3732415998456864768,3315,54942,210,STAR,-0.0001531356,56.78469
1971574213718337536,1751,53377,449,GALAXY,0.08887171,6.188715
1060632117332961280,942,52703,125,STAR,-0.0001735505,5.928514
4529576778478671872,4023,55328,296,GALAXY,0.3170554,8.691363
2303761139764324352,2046,53327,618,STAR,-0.0003672657,34.11837
8169725273945954304,7256,56658,711,STAR,0.0001468058,52.29932
3346244144187074560,2972,54586,253,QSO,0.07789548,19.51068
2223729619352184832,1975,53734,281,GALAXY,0.07256155,22.22412
2702263743437367296,2400,53765,378,STAR,0.0003693313,10.74549
9606289740199647232,8532,58022,406,STAR,-0.0003181635,30.84884
1004308254358005760,892,52378,20,GALAXY,0.08505585,17.21966
7611274793074317312,6760,56425,696,GALAXY,0.3741464,5.179399
742114860304721920,659,52199,534,QSO,1.172365,11.67102
299521288404232192,266,51630,116,GALAXY,0.1302224,10.3789
2283443822388078592,2028,53818,432,GALAXY,0.03491027,45.90015
3342835383263062016,2969,54586,140,GALAXY,0.08138642,23.68796
6422334932815992832,5704,56187,734,GALAXY,0.3569113,6.167806
948105343081146368,842,52376,355,QSO,1.84335,7.850431
8546959472064747520,7591,56954,921,STAR,-0.0004065324,7.060715
3816964319514566656,3390,54945,595,STAR,-6.572928e-05,43.63453
2827296909176104960,2511,53882,590,GALAXY,0.08190587,13.31007
1596534916709902336,1418,53142,32,GALAXY,0.06595861,16.78271
1935491549001443328,1719,53876,253,GALAXY,0.04615458,9.504875
7175447073390876672,6373,56298,316,GALAXY,0.7256135,5.055352
2182070492209375232,1938,53379,278,GALAXY,0.2413419,13.79688
4760361522987030528,4228,55484,206,GALAXY,0.05466732,7.470914
375010194813380608,333,52313,311,STAR,0.000793141,22.85056
2445521463961217024,2172,54230,243,QSO,0.4003446,16.69207
3652544174441472000,3244,54892,454,STAR,-4.481086e-05,37.89812
6166799631793805312,5477,56030,894,QSO,1.893919,10.30241
1884861780409214976,1674,53464,383,GALAXY,0.1967347,13.44866
5661179585779488768,5028,55836,563,GALAXY,0.2277429,13.47131
1595548929640916992,1417,53141,541,GALAXY,0.06553109,11.28415
3250543475648732160,2887,54521,256,STAR,-3.255904e-05,37.9888
2107798756748453888,1872,53386,415,GALAXY,0.04313974,16.93896
700421926702573568,622,52054,408,GALAXY,0.06024103,8.239539
1774519192028997632,1576,53496,367,GALAXY,0.1617611,12.3306
2229368734563198976,1980,53433,316,GALAXY,0.1660638,13.26231
1087683400887724032,966,52642,233,GALAXY,0.1087158,8.167235
7039381409103108096,6252,56248,928,STAR,-0.0002219797,6.222606
602379573442668544,535,51999,84,GALAXY,0.1241744,9.45865
6616050187499755520,5876,56042,954,GALAXY,0.3116257,7.106334
789283633922861056,701,52179,101,GALAXY,0.1364277,6.990241
5958431181469145088,5292,55926,614,QSO,1.925978,16.96454
2268839284331014144,2015,53819,549,GALAXY,0.0714694,11.73806
2282220609242949632,2027,53433,78,STAR,-8.860193e-05,23.76704
953726871994918912,847,52426,326,GALAXY,0.1103228,6.83888
10334783807862102016,9179,57682,540,QSO,2.160274,5.450359
1551501118100498432,1378,53061,40,GALAXY,0.07826711,12.10047
2934201329796540416,2606,54154,386,GALAXY,0.02779062,20.96082
3522958480338165760,3129,54747,64,STAR,-0.000151786,27.43932
3014200147002288128,2677,54180,604,STAR,0.0001061201,35.0251
5291758795000928256,4700,55709,106,GALAXY,0.3774687,5.460705
12092230008636200960,10740,58223,236,QSO,1.092659,5.299978
7519967498810447872,6679,56401,298,GALAXY,0.2744088,10.07744
549556559517083648,488,51914,427,GALAXY,0.3111125,6.196388
8255349467500533760,7332,56683,914,STAR,-7.543957e-05,65.03921
2683192714840795136,2383,53800,630,STAR,-0.0001287318,42.72614
2650473447804659712,2354,53799,382,GALAXY,0.2410302,7.295703
548340775021209600,487,51943,100,GALAXY,0.135438,7.622932
6713823161987913728,5963,56191,298,GALAXY,0.2013661,14.19263
1383856375519537152,1229,52723,456,GALAXY,0.1125146,16.14455
996474234026878976,885,52379,192,GALAXY,0.3800867,5.024855
5049822808311617536,4485,55836,588,QSO,2.6755,14.78711
5815430900482332672,5165,56063,574,STAR,-0.0003650162,20.14976
1979436266697025536,1758,53084,379,GALAXY,0.1764527,8.5646
1619047965568034816,1438,53054,14,GALAXY,0.1121981,14.86835
1910791282846885888,1697,53142,506,GALAXY,0.1513067,20.82065
4955351114516289536,4401,55510,966,GALAXY,0.3626574,5.009569
2338521933705930752,2077,53846,101,STAR,0.0002772714,13.97885
3177333316332316672,2822,54389,159,STAR,-0.000362449,23.26083
6133946773826459648,5448,56013,160,STAR,-0.0005646253,17.76993
8264293447420368896,7340,56837,684,QSO,1.744873,7.091907
1036988763626039296,921,52380,127,GALAXY,0.07141952,15.33296
2838437171994585088,2521,54538,158,GALAXY,0.0353544,31.62811
8057060796398852096,7156,56959,440,GALAXY,0.1688023,16.68373
3123284350800521216,2774,54534,138,GALAXY,0.05285947,23.19107
12477382889313687552,11082,58508,582,QSO,2.00266,6.353384
1014551034216867840,901,52641,419,GALAXY,0.1339914,13.01424
4428212251875629056,3933,55335,174,STAR,-0.0003665519,6.005168
2694368156998199296,2393,54156,326,STAR,0.0001947956,49.05597
8810322195006117888,7825,57030,565,GALAXY,0.1871946,5.033043
7208185582467700736,6402,56334,634,GALAXY,0.3347967,10.55605
3559036481039343616,3161,54779,243,STAR,-2.779665e-05,91.16557
682326994184071168,606,52365,115,GALAXY,0.1520212,18.66647
6040618576452540416,5365,55945,602,GALAXY,0.3524377,5.167274
2319482238254737408,2060,53706,467,STAR,0.0002402423,6.742918
2912833145675999232,2587,54138,473,STAR,1.797709e-05,35.67599
2034650460412995584,1807,54175,543,GALAXY,0.06962109,7.860729
650849899989985280,578,52339,290,GALAXY,0.09892128,9.019256
2481655258418276352,2204,53877,625,STAR,-7.477058e-05,18.61223
7534557468170672128,6692,56390,128,GALAXY,0.3947411,6.310956
5627413856655792128,4998,55722,604,GALAXY,0.1084699,27.01113
523714462784448512,465,51910,622,QSO,1.682805,7.629675
3703241006632771584,3289,54910,568,STAR,-0.0002717866,47.40248
2312761743694129152,2054,53431,594,STAR,-5.111118e-05,31.662
662135282404976640,588,52045,386,GALAXY,0.06716301,12.46256
8390376368379287552,7452,56745,619,STAR,0.0001825133,34.47562
2072894212130498560,1841,53491,409,GALAXY,0.03604369,7.06569
2588480506853091328,2299,53711,133,STAR,-0.0002987791,32.07117
4249273329998125056,3774,55244,462,GALAXY,0.433861,5.683603
1505450267661854720,1337,52767,444,STAR,-4.452199e-05,39.58574
2454474243816056832,2180,54613,45,STAR,0.0002997639,44.12699
561908474385033216,499,51988,307,GALAXY,0.2071375,12.55306
1721530968411498496,1529,52930,109,STAR,0.0004060704,16.71258
1300569741722675200,1155,52581,565,STAR,0.0004230858,12.07923
6632738025096108032,5891,56034,224,STAR,0.00038922,25.04317
3301238659512035328,2932,54595,364,STAR,-3.556876e-05,43.35401
2294720405404936192,2038,53327,496,STAR,4.234222e-05,35.93169
505588463676975104,449,51900,216,GALAXY,0.1321087,14.69417
6790313435475499008,6031,56091,40,GALAXY,0.3880963,5.452337
12291547827738531840,10917,58252,358,QSO,2.070093,7.847775
1794810945541793792,1594,52992,460,GALAXY,0.1325766,20.18197
4137942279104256000,3675,55183,946,STAR,-2.231279e-05,5.268146
2019944497911195648,1794,54504,291,GALAXY,0.02433246,10.02592
1871299296192653312,1662,52970,195,STAR,-0.0005553323,10.76845
3247099255558531072,2884,54526,14,QSO,1.346047,6.555134
2183183747900270592,1939,53389,232,GALAXY,0.2919504,7.638363
1559479450138077184,1385,53108,393,GALAXY,0.1126528,26.04843
6781299089026078720,6023,56069,14,QSO,2.999477,9.730969
1007738184286627840,895,52581,210,GALAXY,0.0903073,16.2492
3057952470966757376,2716,54628,30,STAR,7.17424e-05,33.68661
2186576291463981056,1942,53415,286,GALAXY,0.09020887,8.189324
758983017975801856,674,52201,460,STAR,2.053502e-05,6.061325
3710005202401730560,3295,54924,600,STAR,-0.001169628,26.81771
2022246589979977728,1796,53884,474,GALAXY,0.2216272,13.62831
3649182967261143040,3241,54884,514,STAR,-0.0002548468,53.52753
5344801983747610624,4747,55652,564,QSO,1.872912,42.52208
1465942615785498624,1302,52763,76,GALAXY,0.1116773,9.094714
8209145795062290432,7291,56992,762,QSO,0.7390273,6.365151
7521261074559293440,6680,56420,908,QSO,2.652853,11.58268
2034590811907188736,1807,54175,326,GALAXY,0.08695505,15.06795
1646207278136715264,1462,53112,515,GALAXY,0.06299071,10.14412
8358868220380469248,7424,57160,681,STAR,-0.0001241421,10.39666
4153530605156718592,3689,55180,312,STAR,-0.0004363434,6.70743
1084312298253740032,963,52643,257,GALAXY,0.1167148,9.43491
4579149360282228736,4067,55361,416,STAR,-0.0001730553,7.526518
2930871464284416000,2603,54479,560,GALAXY,0.238121,16.97804
2220280721757464576,1972,53466,22,QSO,0.7769634,8.08462
1879212489145608192,1669,53433,311,GALAXY,0.08736917,25.58545
1889430800458344448,1678,53433,621,GALAXY,0.1512652,16.8532
1214848792235370496,1079,52621,10,STAR,4.246437e-05,13.24848
